1,0
2,0
4,0
6,0
7,0
9,0
11,0
13,0
14,0
15,0
16,0
17,0
18,0
19,0
20,0
26,0
27,0
28,0
29,0
30,0
33,0
35,0
37,0
39,0
41,0
43,0
44,0
45,0
46,0
47,0
119,0
140,0
141,0
156,0
165,0
202,0
245,0
273,0
365,0
402,0
428,0
434,0
443,0
373,0
142,0
459,0
498,0
504,4
539,0
195,0
562,0
563,0
485,0
628,0
761,0
898,0
1132,0
1192,0
1300,0
1432,0
1491,0
1498,0
1501,0
1505,0
1506,0
1507,0
1508,0
1509,0
1512,0
1514,0
1519,0
1520,0
1522,0
1524,0
1526,0
1527,0
1539,0
1542,0
1568,0
1588,0
1592,0
1593,1
1594,0
1595,0
1596,0
1597,0
1598,0
1600,10
1603,0
1605,0
1606,0
1607,0
1608,0
1610,0
1612,0
1613,0
1614,0
1615,0
1617,0
1618,0
1619,2
1620,0
1621,4
1622,0
1623,0
1624,0
1625,5
1626,0
1627,0
1628,0
1629,0
1630,0
1631,0
1634,0
1635,0
1637,0
1638,0
1640,0
1641,0
1642,0
1643,0
1645,0
1646,0
1647,0
1649,0
1650,0
1651,0
1653,0
1654,0
1655,0
1656,0
1657,0
1658,0
1659,0
1660,0
1661,2
1663,0
1664,3
1665,2
1666,0
1667,0
1668,0
1670,5
1672,0
1673,0
1674,0
1676,0
1677,0
1678,0
1679,0
1680,0
1681,0
1682,0
1683,0
1686,0
1687,0
1688,0
1689,0
1690,0
1691,0
1692,0
1693,0
1694,0
1695,1
1696,0
1697,0
1698,0
1699,4
1700,0
1701,0
1702,0
1703,0
1704,2
1705,0
1706,0
1707,0
1708,0
1710,24
1711,0
1712,0
1713,0
1714,0
1715,0
1716,0
1717,0
1718,0
1719,0
1720,0
1721,2
1722,0
1723,0
1724,0
1727,0
1728,0
1730,0
1731,0
1732,0
1733,0
1736,0
1738,0
1739,0
1741,0
1742,0
1743,0
1746,0
1749,0
1751,0
1753,0
1754,0
1756,0
1757,0
1758,0
1759,0
1760,0
1761,0
1762,0
1765,0
1767,0
1768,0
1770,0
1771,0
1773,0
1774,0
1775,2
1777,0
1778,0
1779,0
1780,0
1781,0
1782,0
1783,0
1784,0
1785,0
1786,0
1787,0
1788,0
1789,0
1790,0
1791,0
1792,0
1794,0
1796,0
1797,0
1799,0
1800,0
1801,2
1802,0
1804,0
1805,0
1806,0
1807,2
1808,0
1809,0
1810,0
1811,0
1812,0
1813,0
1814,0
1815,0
1817,0
1818,0
1819,0
1820,0
1822,0
1825,0
1827,0
1828,0
1829,0
1830,0
1831,0
1832,0
1833,0
1834,0
1835,0
1836,0
1838,0
1839,0
1840,0
1841,0
1842,0
1843,0
1844,0
1845,0
1846,0
1847,0
1848,0
1849,0
1850,0
1853,0
1854,0
1855,0
1857,0
1858,0
1859,0
1861,0
1862,0
1863,0
1864,0
1865,0
1866,0
1868,0
1869,0
1870,0
1871,0
1872,0
1873,0
1874,0
1875,0
1876,0
1877,0
1878,0
1879,0
1881,0
1882,0
1883,0
1885,0
1886,0
1887,0
1888,0
1889,0
1890,0
1892,0
1893,0
1894,0
1895,0
1898,0
1899,0
1900,0
1901,0
1903,0
1904,0
1905,0
1906,0
1907,0
1908,0
1909,0
1910,0
1911,0
1912,0
1913,0
1914,0
1915,0
1916,14
1917,0
1918,0
1919,0
1920,0
1921,0
1922,0
1923,0
1924,0
1925,0
1926,0
1927,0
1928,0
1929,0
1930,0
1931,0
1932,0
1933,0
1934,0
1935,0
1936,0
1937,0
1939,0
1940,17
1941,0
1942,6
1943,0
1944,0
1945,0
1946,0
1947,0
1948,0
1950,0
1951,0
1952,0
1953,0
1954,0
1955,2
1956,0
1957,0
1958,0
1959,0
1960,0
1961,0
1963,0
1964,0
1965,0
1966,0
1967,0
1968,0
1969,0
1970,0
1971,0
1972,0
1973,0
1974,0
1976,0
1977,0
1978,0
1979,0
1980,0
1981,0
1982,0
1983,0
1984,0
1985,0
1986,0
1987,0
1988,0
1989,0
1990,0
1991,0
1992,0
1993,3
1995,0
1996,0
1997,0
1999,0
2000,0
2001,0
2002,0
2003,0
2004,0
2005,0
2006,0
2007,0
2008,0
2009,0
2010,0
2011,0
2012,0
2013,0
2015,0
2017,0
2018,0
2020,0
2021,0
2023,0
2024,0
2025,0
2026,0
2027,0
2038,0
2039,0
2040,0
2041,0
2042,0
2043,0
2044,0
2045,0
2046,0
2047,0
2048,0
2050,0
2052,0
2055,2
2056,0
2057,0
2058,0
2060,0
2061,0
2062,6
2063,0
2064,0
2065,0
2066,0
2067,0
2068,0
2069,0
2070,0
2071,0
2072,0
2075,0
2076,0
2082,0
2083,0
2085,0
2086,0
2088,0
2089,0
2090,0
2091,0
2092,0
2094,0
2095,0
2096,0
2097,0
2098,2
2100,0
2101,0
2102,0
2103,0
2104,0
2106,0
2107,0
2109,0
2110,0
2111,0
2112,0
2113,0
2114,0
2115,0
2116,0
2117,0
2118,0
